match_idx,home_goals,away_goals,probability,home_team,away_team,stage,match_num
25,6,0,0.0049,Czechia,South Africa,Group,
25,6,1,0.0026,Czechia,South Africa,Group,
25,6,2,0.0016,Czechia,South Africa,Group,
25,6,3,0.0001,Czechia,South Africa,Group,
25,6,4,0.0002,Czechia,South Africa,Group,
25,7,0,0.0013,Czechia,South Africa,Group,
25,7,1,0.0005,Czechia,South Africa,Group,
25,7,2,0.0001,Czechia,South Africa,Group,
25,8,0,0.0003,Czechia,South Africa,Group,
25,8,1,0.0001,Czechia,South Africa,Group,
25,9,1,0.0001,Czechia,South Africa,Group,
25,11,0,0.0001,Czechia,South Africa,Group,
26,0,0,0.0535,Canada,Qatar,Group,
26,0,1,0.0327,Canada,Qatar,Group,
26,0,2,0.0096,Canada,Qatar,Group,
26,0,3,0.0021,Canada,Qatar,Group,
26,0,4,0.0005,Canada,Qatar,Group,
26,1,0,0.1272,Canada,Qatar,Group,
26,1,1,0.0744,Canada,Qatar,Group,
26,1,2,0.0222,Canada,Qatar,Group,
26,1,3,0.005,Canada,Qatar,Group,
26,1,4,0.0005,Canada,Qatar,Group,
26,1,5,0.0002,Canada,Qatar,Group,
26,1,6,0.0001,Canada,Qatar,Group,
26,2,0,0.1462,Canada,Qatar,Group,
26,2,1,0.092,Canada,Qatar,Group,
26,2,2,0.0257,Canada,Qatar,Group,
26,2,3,0.0054,Canada,Qatar,Group,
26,2,4,0.0005,Canada,Qatar,Group,
26,3,0,0.1143,Canada,Qatar,Group,
26,3,1,0.0672,Canada,Qatar,Group,
26,3,2,0.022,Canada,Qatar,Group,
26,3,3,0.0045,Canada,Qatar,Group,
26,3,4,0.0005,Canada,Qatar,Group,
26,3,5,0.0001,Canada,Qatar,Group,
26,4,0,0.061,Canada,Qatar,Group,
26,4,1,0.0386,Canada,Qatar,Group,
26,4,2,0.0099,Canada,Qatar,Group,
26,4,3,0.0023,Canada,Qatar,Group,
26,5,0,0.0291,Canada,Qatar,Group,
26,5,1,0.0168,Canada,Qatar,Group,
26,5,2,0.0064,Canada,Qatar,Group,
26,5,3,0.0015,Canada,Qatar,Group,
26,5,4,0.0002,Canada,Qatar,Group,
26,6,0,0.0091,Canada,Qatar,Group,
26,6,1,0.0061,Canada,Qatar,Group,
26,6,2,0.0028,Canada,Qatar,Group,
26,6,3,0.0004,Canada,Qatar,Group,
26,7,0,0.004,Canada,Qatar,Group,
26,7,1,0.0023,Canada,Qatar,Group,
26,7,2,0.001,Canada,Qatar,Group,
26,7,3,0.0002,Canada,Qatar,Group,
26,8,0,0.0005,Canada,Qatar,Group,
26,8,1,0.0008,Canada,Qatar,Group,
26,8,2,0.0001,Canada,Qatar,Group,
26,9,0,0.0003,Canada,Qatar,Group,
26,9,2,0.0001,Canada,Qatar,Group,
26,10,1,0.0001,Canada,Qatar,Group,
27,0,0,0.0793,Switzerland,Bosnia and Herzegovina,Group,
27,0,1,0.0538,Switzerland,Bosnia and Herzegovina,Group,
27,0,2,0.0176,Switzerland,Bosnia and Herzegovina,Group,
27,0,3,0.005,Switzerland,Bosnia and Herzegovina,Group,
27,0,4,0.0009,Switzerland,Bosnia and Herzegovina,Group,
27,1,0,0.1496,Switzerland,Bosnia and Herzegovina,Group,
27,1,1,0.0981,Switzerland,Bosnia and Herzegovina,Group,
27,1,2,0.0335,Switzerland,Bosnia and Herzegovina,Group,
27,1,3,0.0074,Switzerland,Bosnia and Herzegovina,Group,
27,1,4,0.0005,Switzerland,Bosnia and Herzegovina,Group,
27,1,5,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,1,7,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,2,0,0.1403,Switzerland,Bosnia and Herzegovina,Group,
27,2,1,0.0919,Switzerland,Bosnia and Herzegovina,Group,
27,2,2,0.0292,Switzerland,Bosnia and Herzegovina,Group,
27,2,3,0.0067,Switzerland,Bosnia and Herzegovina,Group,
27,2,4,0.0009,Switzerland,Bosnia and Herzegovina,Group,
27,2,5,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,3,0,0.0823,Switzerland,Bosnia and Herzegovina,Group,
27,3,1,0.0602,Switzerland,Bosnia and Herzegovina,Group,
27,3,2,0.0192,Switzerland,Bosnia and Herzegovina,Group,
27,3,3,0.0038,Switzerland,Bosnia and Herzegovina,Group,
27,3,4,0.0009,Switzerland,Bosnia and Herzegovina,Group,
27,3,5,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,4,0,0.04,Switzerland,Bosnia and Herzegovina,Group,
27,4,1,0.0278,Switzerland,Bosnia and Herzegovina,Group,
27,4,2,0.0085,Switzerland,Bosnia and Herzegovina,Group,
27,4,3,0.0021,Switzerland,Bosnia and Herzegovina,Group,
27,4,4,0.0004,Switzerland,Bosnia and Herzegovina,Group,
27,5,0,0.0145,Switzerland,Bosnia and Herzegovina,Group,
27,5,1,0.0083,Switzerland,Bosnia and Herzegovina,Group,
27,5,2,0.0026,Switzerland,Bosnia and Herzegovina,Group,
27,5,3,0.0007,Switzerland,Bosnia and Herzegovina,Group,
27,5,5,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,6,0,0.0064,Switzerland,Bosnia and Herzegovina,Group,
27,6,1,0.0026,Switzerland,Bosnia and Herzegovina,Group,
27,6,2,0.0005,Switzerland,Bosnia and Herzegovina,Group,
27,6,3,0.0002,Switzerland,Bosnia and Herzegovina,Group,
27,7,0,0.0013,Switzerland,Bosnia and Herzegovina,Group,
27,7,1,0.0013,Switzerland,Bosnia and Herzegovina,Group,
27,7,2,0.0004,Switzerland,Bosnia and Herzegovina,Group,
27,8,0,0.0003,Switzerland,Bosnia and Herzegovina,Group,
27,8,1,0.0003,Switzerland,Bosnia and Herzegovina,Group,
27,8,2,0.0001,Switzerland,Bosnia and Herzegovina,Group,
27,9,0,0.0001,Switzerland,Bosnia and Herzegovina,Group,
28,0,0,0.0363,Brazil,Haiti,Group,
28,0,1,0.0186,Brazil,Haiti,Group,
28,0,2,0.0074,Brazil,Haiti,Group,
28,0,3,0.0008,Brazil,Haiti,Group,
28,1,0,0.0986,Brazil,Haiti,Group,
28,1,1,0.0558,Brazil,Haiti,Group,
28,1,2,0.0163,Brazil,Haiti,Group,
28,1,3,0.0037,Brazil,Haiti,Group,
28,1,4,0.0007,Brazil,Haiti,Group,
28,1,5,0.0001,Brazil,Haiti,Group,
28,2,0,0.1297,Brazil,Haiti,Group,
28,2,1,0.0797,Brazil,Haiti,Group,
28,2,2,0.0233,Brazil,Haiti,Group,
28,2,3,0.0042,Brazil,Haiti,Group,
28,2,4,0.0007,Brazil,Haiti,Group,
28,2,5,0.0002,Brazil,Haiti,Group,
28,3,0,0.1156,Brazil,Haiti,Group,
28,3,1,0.0747,Brazil,Haiti,Group,
28,3,2,0.0216,Brazil,Haiti,Group,
28,3,3,0.0043,Brazil,Haiti,Group,
28,3,4,0.0004,Brazil,Haiti,Group,
28,4,0,0.0851,Brazil,Haiti,Group,
28,4,1,0.0487,Brazil,Haiti,Group,
28,4,2,0.0179,Brazil,Haiti,Group,
28,4,3,0.0026,Brazil,Haiti,Group,
28,4,4,0.0003,Brazil,Haiti,Group,
28,4,5,0.0001,Brazil,Haiti,Group,
28,5,0,0.0474,Brazil,Haiti,Group,
28,5,1,0.0272,Brazil,Haiti,Group,
28,5,2,0.0096,Brazil,Haiti,Group,
28,5,3,0.0025,Brazil,Haiti,Group,
28,5,4,0.0003,Brazil,Haiti,Group,
28,6,0,0.021,Brazil,Haiti,Group,
28,6,1,0.0139,Brazil,Haiti,Group,
28,6,2,0.0043,Brazil,Haiti,Group,
28,6,3,0.0005,Brazil,Haiti,Group,
28,7,0,0.0091,Brazil,Haiti,Group,
28,7,1,0.0056,Brazil,Haiti,Group,
28,7,2,0.0024,Brazil,Haiti,Group,
28,7,3,0.0001,Brazil,Haiti,Group,
28,8,0,0.0029,Brazil,Haiti,Group,
28,8,1,0.002,Brazil,Haiti,Group,
28,8,2,0.0006,Brazil,Haiti,Group,
28,8,3,0.0002,Brazil,Haiti,Group,
28,9,0,0.0012,Brazil,Haiti,Group,
28,9,1,0.0009,Brazil,Haiti,Group,
28,9,2,0.0001,Brazil,Haiti,Group,
28,9,3,0.0001,Brazil,Haiti,Group,
28,10,0,0.0003,Brazil,Haiti,Group,
28,10,1,0.0002,Brazil,Haiti,Group,
28,10,2,0.0001,Brazil,Haiti,Group,
28,10,3,0.0001,Brazil,Haiti,Group,
29,0,0,0.0989,Scotland,Morocco,Group,
29,0,1,0.1391,Scotland,Morocco,Group,
29,0,2,0.0986,Scotland,Morocco,Group,
29,0,3,0.0466,Scotland,Morocco,Group,
29,0,4,0.0156,Scotland,Morocco,Group,
29,0,5,0.0038,Scotland,Morocco,Group,
29,0,6,0.001,Scotland,Morocco,Group,
29,0,7,0.0003,Scotland,Morocco,Group,
29,0,8,0.0001,Scotland,Morocco,Group,
29,1,0,0.0918,Scotland,Morocco,Group,
29,1,1,0.1233,Scotland,Morocco,Group,
29,1,2,0.0933,Scotland,Morocco,Group,
29,1,3,0.0395,Scotland,Morocco,Group,
29,1,4,0.0149,Scotland,Morocco,Group,
29,1,5,0.0049,Scotland,Morocco,Group,
29,1,6,0.0011,Scotland,Morocco,Group,
29,1,7,0.0001,Scotland,Morocco,Group,
29,2,0,0.0402,Scotland,Morocco,Group,
29,2,1,0.056,Scotland,Morocco,Group,
29,2,2,0.0368,Scotland,Morocco,Group,
29,2,3,0.0201,Scotland,Morocco,Group,
29,2,4,0.0067,Scotland,Morocco,Group,
29,2,5,0.0015,Scotland,Morocco,Group,
29,2,6,0.0004,Scotland,Morocco,Group,
29,2,7,0.0001,Scotland,Morocco,Group,
29,3,0,0.0125,Scotland,Morocco,Group,
29,3,1,0.0196,Scotland,Morocco,Group,
29,3,2,0.0116,Scotland,Morocco,Group,
29,3,3,0.0065,Scotland,Morocco,Group,
29,3,4,0.0022,Scotland,Morocco,Group,
29,3,5,0.0005,Scotland,Morocco,Group,
29,4,0,0.0026,Scotland,Morocco,Group,
29,4,1,0.0043,Scotland,Morocco,Group,
29,4,2,0.0022,Scotland,Morocco,Group,
29,4,3,0.0013,Scotland,Morocco,Group,
29,4,4,0.0002,Scotland,Morocco,Group,
29,5,0,0.0004,Scotland,Morocco,Group,
29,5,1,0.0003,Scotland,Morocco,Group,
29,5,2,0.0006,Scotland,Morocco,Group,
29,5,3,0.0001,Scotland,Morocco,Group,
29,6,1,0.0003,Scotland,Morocco,Group,
29,6,2,0.0001,Scotland,Morocco,Group,
30,0,0,0.095,United States,Australia,Group,
30,0,1,0.1069,United States,Australia,Group,
30,0,2,0.067,United States,Australia,Group,
30,0,3,0.026,United States,Australia,Group,
30,0,4,0.0081,United States,Australia,Group,
30,0,5,0.0017,United States,Australia,Group,
30,0,6,0.0008,United States,Australia,Group,
30,0,7,0.0003,United States,Australia,Group,
30,1,0,0.1118,United States,Australia,Group,
30,1,1,0.1262,United States,Australia,Group,
30,1,2,0.0814,United States,Australia,Group,
30,1,3,0.032,United States,Australia,Group,
30,1,4,0.011,United States,Australia,Group,
30,1,5,0.0024,United States,Australia,Group,
30,1,6,0.0003,United States,Australia,Group,
30,1,7,0.0001,United States,Australia,Group,
30,2,0,0.0652,United States,Australia,Group,
30,2,1,0.0734,United States,Australia,Group,
30,2,2,0.045,United States,Australia,Group,
30,2,3,0.0173,United States,Australia,Group,
30,2,4,0.0065,United States,Australia,Group,
30,2,5,0.0013,United States,Australia,Group,
30,2,6,0.0002,United States,Australia,Group,
30,3,0,0.0268,United States,Australia,Group,
30,3,1,0.0322,United States,Australia,Group,
30,3,2,0.0198,United States,Australia,Group,
30,3,3,0.0067,United States,Australia,Group,
30,3,4,0.0019,United States,Australia,Group,
30,3,5,0.0004,United States,Australia,Group,
30,3,6,0.0003,United States,Australia,Group,
30,4,0,0.0056,United States,Australia,Group,
30,4,1,0.0094,United States,Australia,Group,
30,4,2,0.0052,United States,Australia,Group,
30,4,3,0.0024,United States,Australia,Group,
30,4,4,0.0006,United States,Australia,Group,
30,4,5,0.0001,United States,Australia,Group,
30,4,8,0.0001,United States,Australia,Group,
30,5,0,0.0024,United States,Australia,Group,
30,5,1,0.0025,United States,Australia,Group,
30,5,2,0.0013,United States,Australia,Group,
30,5,3,0.0006,United States,Australia,Group,
30,5,4,0.0002,United States,Australia,Group,
30,5,6,0.0001,United States,Australia,Group,
30,6,0,0.0005,United States,Australia,Group,
30,6,1,0.0006,United States,Australia,Group,
30,6,3,0.0001,United States,Australia,Group,
30,7,0,0.0001,United States,Australia,Group,
30,7,1,0.0001,United States,Australia,Group,
30,7,2,0.0001,United States,Australia,Group,
31,0,0,0.1071,Turkey,Paraguay,Group,
31,0,1,0.1147,Turkey,Paraguay,Group,
31,0,2,0.0583,Turkey,Paraguay,Group,
31,0,3,0.0224,Turkey,Paraguay,Group,
31,0,4,0.0064,Turkey,Paraguay,Group,
31,0,5,0.0008,Turkey,Paraguay,Group,
31,0,6,0.0002,Turkey,Paraguay,Group,
31,1,0,0.1253,Turkey,Paraguay,Group,
31,1,1,0.1325,Turkey,Paraguay,Group,
31,1,2,0.0744,Turkey,Paraguay,Group,
31,1,3,0.0252,Turkey,Paraguay,Group,
31,1,4,0.0076,Turkey,Paraguay,Group,
31,1,5,0.001,Turkey,Paraguay,Group,
31,1,6,0.0003,Turkey,Paraguay,Group,
31,2,0,0.075,Turkey,Paraguay,Group,
31,2,1,0.0779,Turkey,Paraguay,Group,
31,2,2,0.043,Turkey,Paraguay,Group,
31,2,3,0.0141,Turkey,Paraguay,Group,
31,2,4,0.0051,Turkey,Paraguay,Group,
31,2,5,0.0002,Turkey,Paraguay,Group,
31,2,6,0.0002,Turkey,Paraguay,Group,
31,3,0,0.0271,Turkey,Paraguay,Group,
31,3,1,0.0307,Turkey,Paraguay,Group,
31,3,2,0.0137,Turkey,Paraguay,Group,
31,3,3,0.0058,Turkey,Paraguay,Group,
31,3,4,0.0017,Turkey,Paraguay,Group,
31,3,5,0.0003,Turkey,Paraguay,Group,
31,4,0,0.0074,Turkey,Paraguay,Group,
31,4,1,0.0087,Turkey,Paraguay,Group,
31,4,2,0.0046,Turkey,Paraguay,Group,
31,4,3,0.001,Turkey,Paraguay,Group,
31,4,4,0.0003,Turkey,Paraguay,Group,
31,4,5,0.0001,Turkey,Paraguay,Group,
31,5,0,0.0016,Turkey,Paraguay,Group,
31,5,1,0.0019,Turkey,Paraguay,Group,
31,5,2,0.0012,Turkey,Paraguay,Group,
31,5,3,0.0007,Turkey,Paraguay,Group,
31,5,5,0.0001,Turkey,Paraguay,Group,
31,6,0,0.0002,Turkey,Paraguay,Group,
31,6,1,0.0007,Turkey,Paraguay,Group,
31,6,2,0.0002,Turkey,Paraguay,Group,
31,6,3,0.0002,Turkey,Paraguay,Group,
31,7,0,0.0001,Turkey,Paraguay,Group,
32,0,0,0.0647,Germany,Ivory Coast,Group,
32,0,1,0.0498,Germany,Ivory Coast,Group,
32,0,2,0.0205,Germany,Ivory Coast,Group,
32,0,3,0.0047,Germany,Ivory Coast,Group,
32,0,4,0.0012,Germany,Ivory Coast,Group,
32,0,5,0.0003,Germany,Ivory Coast,Group,
32,1,0,0.1204,Germany,Ivory Coast,Group,
32,1,1,0.0944,Germany,Ivory Coast,Group,
32,1,2,0.0381,Germany,Ivory Coast,Group,
32,1,3,0.0096,Germany,Ivory Coast,Group,
32,1,4,0.0017,Germany,Ivory Coast,Group,
32,1,5,0.0004,Germany,Ivory Coast,Group,
32,2,0,0.1279,Germany,Ivory Coast,Group,
32,2,1,0.0983,Germany,Ivory Coast,Group,
32,2,2,0.0386,Germany,Ivory Coast,Group,
32,2,3,0.0098,Germany,Ivory Coast,Group,
32,2,4,0.0027,Germany,Ivory Coast,Group,
32,2,5,0.0001,Germany,Ivory Coast,Group,
32,3,0,0.0806,Germany,Ivory Coast,Group,
32,3,1,0.0674,Germany,Ivory Coast,Group,
32,3,2,0.0258,Germany,Ivory Coast,Group,
32,3,3,0.0069,Germany,Ivory Coast,Group,
32,3,4,0.0011,Germany,Ivory Coast,Group,
32,3,5,0.0003,Germany,Ivory Coast,Group,
32,4,0,0.0416,Germany,Ivory Coast,Group,
32,4,1,0.0295,Germany,Ivory Coast,Group,
32,4,2,0.0114,Germany,Ivory Coast,Group,
32,4,3,0.0027,Germany,Ivory Coast,Group,
32,4,4,0.0001,Germany,Ivory Coast,Group,
32,5,0,0.0157,Germany,Ivory Coast,Group,
32,5,1,0.011,Germany,Ivory Coast,Group,
32,5,2,0.0053,Germany,Ivory Coast,Group,
32,5,3,0.0011,Germany,Ivory Coast,Group,
32,5,4,0.0002,Germany,Ivory Coast,Group,
32,5,5,0.0001,Germany,Ivory Coast,Group,
32,6,0,0.0045,Germany,Ivory Coast,Group,
32,6,1,0.0042,Germany,Ivory Coast,Group,
32,6,2,0.0016,Germany,Ivory Coast,Group,
32,6,3,0.0006,Germany,Ivory Coast,Group,
32,7,0,0.001,Germany,Ivory Coast,Group,
32,7,1,0.0019,Germany,Ivory Coast,Group,
32,7,2,0.0007,Germany,Ivory Coast,Group,
32,7,3,0.0002,Germany,Ivory Coast,Group,
32,8,0,0.0005,Germany,Ivory Coast,Group,
32,8,1,0.0006,Germany,Ivory Coast,Group,
32,8,2,0.0001,Germany,Ivory Coast,Group,
32,8,3,0.0001,Germany,Ivory Coast,Group,
33,0,0,0.0343,Ecuador,Curaçao,Group,
33,0,1,0.0185,Ecuador,Curaçao,Group,
33,0,2,0.0055,Ecuador,Curaçao,Group,
33,0,3,0.0007,Ecuador,Curaçao,Group,
33,0,4,0.0002,Ecuador,Curaçao,Group,
33,1,0,0.0967,Ecuador,Curaçao,Group,
33,1,1,0.0506,Ecuador,Curaçao,Group,
33,1,2,0.0126,Ecuador,Curaçao,Group,
33,1,3,0.0035,Ecuador,Curaçao,Group,
33,1,4,0.0002,Ecuador,Curaçao,Group,
33,2,0,0.1375,Ecuador,Curaçao,Group,
33,2,1,0.0725,Ecuador,Curaçao,Group,
33,2,2,0.0212,Ecuador,Curaçao,Group,
33,2,3,0.0037,Ecuador,Curaçao,Group,
33,2,4,0.0005,Ecuador,Curaçao,Group,
33,3,0,0.1345,Ecuador,Curaçao,Group,
33,3,1,0.0707,Ecuador,Curaçao,Group,
33,3,2,0.0204,Ecuador,Curaçao,Group,
33,3,3,0.0031,Ecuador,Curaçao,Group,
33,3,4,0.0004,Ecuador,Curaçao,Group,
33,3,5,0.0001,Ecuador,Curaçao,Group,
33,4,0,0.0905,Ecuador,Curaçao,Group,
33,4,1,0.0472,Ecuador,Curaçao,Group,
33,4,2,0.0134,Ecuador,Curaçao,Group,
33,4,3,0.0022,Ecuador,Curaçao,Group,
33,4,4,0.0005,Ecuador,Curaçao,Group,
33,5,0,0.0527,Ecuador,Curaçao,Group,
33,5,1,0.0315,Ecuador,Curaçao,Group,
33,5,2,0.0082,Ecuador,Curaçao,Group,
33,5,3,0.0011,Ecuador,Curaçao,Group,
33,6,0,0.0238,Ecuador,Curaçao,Group,
33,6,1,0.0132,Ecuador,Curaçao,Group,
33,6,2,0.003,Ecuador,Curaçao,Group,
33,6,3,0.0006,Ecuador,Curaçao,Group,
33,6,4,0.0001,Ecuador,Curaçao,Group,
33,7,0,0.0107,Ecuador,Curaçao,Group,
33,7,1,0.0044,Ecuador,Curaçao,Group,
33,7,2,0.0015,Ecuador,Curaçao,Group,
33,7,3,0.0003,Ecuador,Curaçao,Group,
33,8,0,0.0033,Ecuador,Curaçao,Group,
33,8,1,0.0012,Ecuador,Curaçao,Group,
33,8,2,0.0005,Ecuador,Curaçao,Group,
33,8,3,0.0001,Ecuador,Curaçao,Group,
33,8,4,0.0002,Ecuador,Curaçao,Group,
33,9,0,0.0012,Ecuador,Curaçao,Group,
33,9,1,0.0004,Ecuador,Curaçao,Group,
33,9,2,0.0002,Ecuador,Curaçao,Group,
33,9,3,0.0001,Ecuador,Curaçao,Group,
33,10,0,0.0001,Ecuador,Curaçao,Group,
33,10,1,0.0002,Ecuador,Curaçao,Group,
33,11,0,0.0001,Ecuador,Curaçao,Group,
33,11,1,0.0001,Ecuador,Curaçao,Group,
34,0,0,0.0575,Netherlands,Sweden,Group,
34,0,1,0.0537,Netherlands,Sweden,Group,
34,0,2,0.0263,Netherlands,Sweden,Group,
34,0,3,0.009,Netherlands,Sweden,Group,
34,0,4,0.0012,Netherlands,Sweden,Group,
34,0,5,0.0006,Netherlands,Sweden,Group,
34,0,6,0.0002,Netherlands,Sweden,Group,
34,0,7,0.0001,Netherlands,Sweden,Group,
34,1,0,0.1125,Netherlands,Sweden,Group,
34,1,1,0.106,Netherlands,Sweden,Group,
34,1,2,0.051,Netherlands,Sweden,Group,
34,1,3,0.015,Netherlands,Sweden,Group,
34,1,4,0.004,Netherlands,Sweden,Group,
34,1,5,0.0005,Netherlands,Sweden,Group,
34,1,7,0.0001,Netherlands,Sweden,Group,
34,2,0,0.1099,Netherlands,Sweden,Group,
34,2,1,0.0975,Netherlands,Sweden,Group,
34,2,2,0.0459,Netherlands,Sweden,Group,
34,2,3,0.0142,Netherlands,Sweden,Group,
34,2,4,0.0022,Netherlands,Sweden,Group,
34,2,5,0.0009,Netherlands,Sweden,Group,
34,3,0,0.0673,Netherlands,Sweden,Group,
34,3,1,0.0615,Netherlands,Sweden,Group,
34,3,2,0.0266,Netherlands,Sweden,Group,
34,3,3,0.0087,Netherlands,Sweden,Group,
34,3,4,0.0023,Netherlands,Sweden,Group,
34,3,5,0.0003,Netherlands,Sweden,Group,
34,4,0,0.032,Netherlands,Sweden,Group,
34,4,1,0.0318,Netherlands,Sweden,Group,
34,4,2,0.0119,Netherlands,Sweden,Group,
34,4,3,0.005,Netherlands,Sweden,Group,
34,4,4,0.001,Netherlands,Sweden,Group,
34,4,5,0.0002,Netherlands,Sweden,Group,
34,5,0,0.0114,Netherlands,Sweden,Group,
34,5,1,0.0114,Netherlands,Sweden,Group,
34,5,2,0.0065,Netherlands,Sweden,Group,
34,5,3,0.0011,Netherlands,Sweden,Group,
34,5,4,0.0003,Netherlands,Sweden,Group,
34,5,5,0.0001,Netherlands,Sweden,Group,
34,6,0,0.0034,Netherlands,Sweden,Group,
34,6,1,0.0041,Netherlands,Sweden,Group,
34,6,2,0.0015,Netherlands,Sweden,Group,
34,6,3,0.0005,Netherlands,Sweden,Group,
34,7,0,0.0009,Netherlands,Sweden,Group,
34,7,1,0.001,Netherlands,Sweden,Group,
34,7,2,0.0002,Netherlands,Sweden,Group,
34,7,3,0.0002,Netherlands,Sweden,Group,
34,7,4,0.0001,Netherlands,Sweden,Group,
34,8,0,0.0002,Netherlands,Sweden,Group,
34,8,1,0.0001,Netherlands,Sweden,Group,
34,8,2,0.0001,Netherlands,Sweden,Group,
35,0,0,0.0688,Tunisia,Japan,Group,
35,0,1,0.1301,Tunisia,Japan,Group,
35,0,2,0.1285,Tunisia,Japan,Group,
35,0,3,0.0867,Tunisia,Japan,Group,
35,0,4,0.0393,Tunisia,Japan,Group,
35,0,5,0.0143,Tunisia,Japan,Group,
35,0,6,0.0053,Tunisia,Japan,Group,
35,0,7,0.0023,Tunisia,Japan,Group,
35,0,8,0.0005,Tunisia,Japan,Group,
35,0,9,0.0001,Tunisia,Japan,Group,
35,1,0,0.0489,Tunisia,Japan,Group,
35,1,1,0.0968,Tunisia,Japan,Group,
35,1,2,0.098,Tunisia,Japan,Group,
35,1,3,0.0581,Tunisia,Japan,Group,
35,1,4,0.0317,Tunisia,Japan,Group,
35,1,5,0.0138,Tunisia,Japan,Group,
35,1,6,0.0039,Tunisia,Japan,Group,
35,1,7,0.0009,Tunisia,Japan,Group,
35,1,8,0.0005,Tunisia,Japan,Group,
35,2,0,0.018,Tunisia,Japan,Group,
35,2,1,0.0358,Tunisia,Japan,Group,
35,2,2,0.0395,Tunisia,Japan,Group,
35,2,3,0.0215,Tunisia,Japan,Group,
35,2,4,0.0112,Tunisia,Japan,Group,
35,2,5,0.0045,Tunisia,Japan,Group,
35,2,6,0.002,Tunisia,Japan,Group,
35,2,7,0.0003,Tunisia,Japan,Group,
35,3,0,0.0044,Tunisia,Japan,Group,
35,3,1,0.0085,Tunisia,Japan,Group,
35,3,2,0.008,Tunisia,Japan,Group,
35,3,3,0.0065,Tunisia,Japan,Group,
35,3,4,0.0025,Tunisia,Japan,Group,
35,3,5,0.001,Tunisia,Japan,Group,
35,3,6,0.0006,Tunisia,Japan,Group,
35,4,0,0.0008,Tunisia,Japan,Group,
35,4,1,0.0015,Tunisia,Japan,Group,
35,4,2,0.0015,Tunisia,Japan,Group,
35,4,3,0.0018,Tunisia,Japan,Group,
35,4,4,0.0004,Tunisia,Japan,Group,
35,4,5,0.0001,Tunisia,Japan,Group,
35,5,1,0.0005,Tunisia,Japan,Group,
35,5,2,0.0002,Tunisia,Japan,Group,
35,5,3,0.0001,Tunisia,Japan,Group,
35,5,6,0.0001,Tunisia,Japan,Group,
35,6,3,0.0001,Tunisia,Japan,Group,
35,6,4,0.0001,Tunisia,Japan,Group,
36,0,0,0.0857,Belgium,Iran,Group,
36,0,1,0.0701,Belgium,Iran,Group,
36,0,2,0.0349,Belgium,Iran,Group,
36,0,3,0.0097,Belgium,Iran,Group,
36,0,4,0.0023,Belgium,Iran,Group,
36,0,5,0.0003,Belgium,Iran,Group,
36,1,0,0.1301,Belgium,Iran,Group,
36,1,1,0.1173,Belgium,Iran,Group,
36,1,2,0.0573,Belgium,Iran,Group,
36,1,3,0.0164,Belgium,Iran,Group,
36,1,4,0.0038,Belgium,Iran,Group,
36,1,5,0.0009,Belgium,Iran,Group,
36,1,6,0.0002,Belgium,Iran,Group,
36,2,0,0.1039,Belgium,Iran,Group,
36,2,1,0.0984,Belgium,Iran,Group,
36,2,2,0.0407,Belgium,Iran,Group,
36,2,3,0.013,Belgium,Iran,Group,
36,2,4,0.0036,Belgium,Iran,Group,
36,2,5,0.0004,Belgium,Iran,Group,
36,3,0,0.057,Belgium,Iran,Group,
36,3,1,0.0479,Belgium,Iran,Group,
36,3,2,0.0226,Belgium,Iran,Group,
36,3,3,0.0059,Belgium,Iran,Group,
36,3,4,0.0017,Belgium,Iran,Group,
36,3,5,0.0001,Belgium,Iran,Group,
36,3,6,0.0001,Belgium,Iran,Group,
36,4,0,0.0233,Belgium,Iran,Group,
36,4,1,0.0182,Belgium,Iran,Group,
36,4,2,0.0086,Belgium,Iran,Group,
36,4,3,0.0025,Belgium,Iran,Group,
36,4,4,0.0005,Belgium,Iran,Group,
36,4,5,0.0001,Belgium,Iran,Group,
36,5,0,0.0053,Belgium,Iran,Group,
36,5,1,0.0071,Belgium,Iran,Group,
36,5,2,0.0028,Belgium,Iran,Group,
36,5,3,0.0006,Belgium,Iran,Group,
36,5,4,0.0001,Belgium,Iran,Group,
36,6,0,0.0026,Belgium,Iran,Group,
36,6,1,0.0015,Belgium,Iran,Group,
36,6,2,0.0004,Belgium,Iran,Group,
36,6,3,0.0003,Belgium,Iran,Group,
36,6,4,0.0001,Belgium,Iran,Group,
36,7,0,0.0007,Belgium,Iran,Group,
36,7,1,0.0002,Belgium,Iran,Group,
36,7,2,0.0003,Belgium,Iran,Group,
36,7,3,0.0001,Belgium,Iran,Group,
36,8,0,0.0001,Belgium,Iran,Group,
36,8,1,0.0001,Belgium,Iran,Group,
36,8,2,0.0001,Belgium,Iran,Group,
36,9,2,0.0001,Belgium,Iran,Group,
37,0,0,0.102,New Zealand,Egypt,Group,
37,0,1,0.1512,New Zealand,Egypt,Group,
37,0,2,0.1064,New Zealand,Egypt,Group,
37,0,3,0.0497,New Zealand,Egypt,Group,
37,0,4,0.0174,New Zealand,Egypt,Group,
37,0,5,0.0058,New Zealand,Egypt,Group,
