match_idx,home_goals,away_goals,probability,home_team,away_team,stage,match_num
0,0,0,0.0515,Mexico,South Africa,Group,
0,0,1,0.0306,Mexico,South Africa,Group,
0,0,2,0.0091,Mexico,South Africa,Group,
0,0,3,0.0019,Mexico,South Africa,Group,
0,0,4,0.0004,Mexico,South Africa,Group,
0,0,5,0.0001,Mexico,South Africa,Group,
0,1,0,0.1267,Mexico,South Africa,Group,
0,1,1,0.0724,Mexico,South Africa,Group,
0,1,2,0.023,Mexico,South Africa,Group,
0,1,3,0.0038,Mexico,South Africa,Group,
0,1,4,0.0006,Mexico,South Africa,Group,
0,1,5,0.0001,Mexico,South Africa,Group,
0,2,0,0.142,Mexico,South Africa,Group,
0,2,1,0.0873,Mexico,South Africa,Group,
0,2,2,0.0293,Mexico,South Africa,Group,
0,2,3,0.005,Mexico,South Africa,Group,
0,2,4,0.0009,Mexico,South Africa,Group,
0,2,5,0.0001,Mexico,South Africa,Group,
0,3,0,0.1113,Mexico,South Africa,Group,
0,3,1,0.0695,Mexico,South Africa,Group,
0,3,2,0.0208,Mexico,South Africa,Group,
0,3,3,0.0052,Mexico,South Africa,Group,
0,3,4,0.0011,Mexico,South Africa,Group,
0,4,0,0.0642,Mexico,South Africa,Group,
0,4,1,0.0367,Mexico,South Africa,Group,
0,4,2,0.0118,Mexico,South Africa,Group,
0,4,3,0.0024,Mexico,South Africa,Group,
0,4,4,0.0003,Mexico,South Africa,Group,
0,4,5,0.0001,Mexico,South Africa,Group,
0,5,0,0.0323,Mexico,South Africa,Group,
0,5,1,0.0175,Mexico,South Africa,Group,
0,5,2,0.006,Mexico,South Africa,Group,
0,5,3,0.0007,Mexico,South Africa,Group,
0,5,4,0.0002,Mexico,South Africa,Group,
0,5,6,0.0001,Mexico,South Africa,Group,
0,6,0,0.0108,Mexico,South Africa,Group,
0,6,1,0.0082,Mexico,South Africa,Group,
0,6,2,0.0022,Mexico,South Africa,Group,
0,6,3,0.0009,Mexico,South Africa,Group,
0,6,4,0.0001,Mexico,South Africa,Group,
0,7,0,0.0044,Mexico,South Africa,Group,
0,7,1,0.004,Mexico,South Africa,Group,
0,7,2,0.0011,Mexico,South Africa,Group,
0,7,3,0.0001,Mexico,South Africa,Group,
0,8,0,0.0011,Mexico,South Africa,Group,
0,8,1,0.0005,Mexico,South Africa,Group,
0,8,2,0.0003,Mexico,South Africa,Group,
0,9,0,0.0005,Mexico,South Africa,Group,
0,9,1,0.0003,Mexico,South Africa,Group,
0,10,0,0.0001,Mexico,South Africa,Group,
0,10,1,0.0001,Mexico,South Africa,Group,
0,10,3,0.0001,Mexico,South Africa,Group,
0,11,1,0.0002,Mexico,South Africa,Group,
1,0,0,0.1028,South Korea,Czechia,Group,
1,0,1,0.1163,South Korea,Czechia,Group,
1,0,2,0.0683,South Korea,Czechia,Group,
1,0,3,0.0232,South Korea,Czechia,Group,
1,0,4,0.0084,South Korea,Czechia,Group,
1,0,5,0.0016,South Korea,Czechia,Group,
1,0,6,0.0001,South Korea,Czechia,Group,
1,1,0,0.1171,South Korea,Czechia,Group,
1,1,1,0.1377,South Korea,Czechia,Group,
1,1,2,0.0742,South Korea,Czechia,Group,
1,1,3,0.0248,South Korea,Czechia,Group,
1,1,4,0.0076,South Korea,Czechia,Group,
1,1,5,0.0025,South Korea,Czechia,Group,
1,1,6,0.0002,South Korea,Czechia,Group,
1,2,0,0.0691,South Korea,Czechia,Group,
1,2,1,0.0726,South Korea,Czechia,Group,
1,2,2,0.0458,South Korea,Czechia,Group,
1,2,3,0.0177,South Korea,Czechia,Group,
1,2,4,0.0045,South Korea,Czechia,Group,
1,2,5,0.0018,South Korea,Czechia,Group,
1,3,0,0.0216,South Korea,Czechia,Group,
1,3,1,0.0253,South Korea,Czechia,Group,
1,3,2,0.0196,South Korea,Czechia,Group,
1,3,3,0.0065,South Korea,Czechia,Group,
1,3,4,0.0013,South Korea,Czechia,Group,
1,3,5,0.0003,South Korea,Czechia,Group,
1,4,0,0.0074,South Korea,Czechia,Group,
1,4,1,0.0077,South Korea,Czechia,Group,
1,4,2,0.0048,South Korea,Czechia,Group,
1,4,3,0.0016,South Korea,Czechia,Group,
1,4,4,0.0006,South Korea,Czechia,Group,
1,5,0,0.0019,South Korea,Czechia,Group,
1,5,1,0.0023,South Korea,Czechia,Group,
1,5,2,0.0011,South Korea,Czechia,Group,
1,5,3,0.0004,South Korea,Czechia,Group,
1,5,4,0.0001,South Korea,Czechia,Group,
1,6,0,0.0005,South Korea,Czechia,Group,
1,6,1,0.0003,South Korea,Czechia,Group,
1,6,2,0.0001,South Korea,Czechia,Group,
1,7,2,0.0001,South Korea,Czechia,Group,
1,7,3,0.0001,South Korea,Czechia,Group,
1,8,2,0.0001,South Korea,Czechia,Group,
2,0,0,0.0806,Canada,Bosnia and Herzegovina,Group,
2,0,1,0.0592,Canada,Bosnia and Herzegovina,Group,
2,0,2,0.0224,Canada,Bosnia and Herzegovina,Group,
2,0,3,0.0063,Canada,Bosnia and Herzegovina,Group,
2,0,4,0.0012,Canada,Bosnia and Herzegovina,Group,
2,0,5,0.0001,Canada,Bosnia and Herzegovina,Group,
2,1,0,0.1446,Canada,Bosnia and Herzegovina,Group,
2,1,1,0.112,Canada,Bosnia and Herzegovina,Group,
2,1,2,0.0373,Canada,Bosnia and Herzegovina,Group,
2,1,3,0.0102,Canada,Bosnia and Herzegovina,Group,
2,1,4,0.0016,Canada,Bosnia and Herzegovina,Group,
2,1,5,0.0006,Canada,Bosnia and Herzegovina,Group,
2,2,0,0.1222,Canada,Bosnia and Herzegovina,Group,
2,2,1,0.0964,Canada,Bosnia and Herzegovina,Group,
2,2,2,0.0374,Canada,Bosnia and Herzegovina,Group,
2,2,3,0.0084,Canada,Bosnia and Herzegovina,Group,
2,2,4,0.002,Canada,Bosnia and Herzegovina,Group,
2,2,5,0.0004,Canada,Bosnia and Herzegovina,Group,
2,3,0,0.0713,Canada,Bosnia and Herzegovina,Group,
2,3,1,0.0547,Canada,Bosnia and Herzegovina,Group,
2,3,2,0.0211,Canada,Bosnia and Herzegovina,Group,
2,3,3,0.0072,Canada,Bosnia and Herzegovina,Group,
2,3,4,0.0015,Canada,Bosnia and Herzegovina,Group,
2,3,5,0.0001,Canada,Bosnia and Herzegovina,Group,
2,3,6,0.0001,Canada,Bosnia and Herzegovina,Group,
2,4,0,0.0323,Canada,Bosnia and Herzegovina,Group,
2,4,1,0.0215,Canada,Bosnia and Herzegovina,Group,
2,4,2,0.0081,Canada,Bosnia and Herzegovina,Group,
2,4,3,0.0029,Canada,Bosnia and Herzegovina,Group,
2,4,4,0.0005,Canada,Bosnia and Herzegovina,Group,
2,4,5,0.0002,Canada,Bosnia and Herzegovina,Group,
2,5,0,0.0111,Canada,Bosnia and Herzegovina,Group,
2,5,1,0.011,Canada,Bosnia and Herzegovina,Group,
2,5,2,0.0031,Canada,Bosnia and Herzegovina,Group,
2,5,3,0.0008,Canada,Bosnia and Herzegovina,Group,
2,5,4,0.0001,Canada,Bosnia and Herzegovina,Group,
2,6,0,0.0033,Canada,Bosnia and Herzegovina,Group,
2,6,1,0.0033,Canada,Bosnia and Herzegovina,Group,
2,6,2,0.0013,Canada,Bosnia and Herzegovina,Group,
2,6,3,0.0002,Canada,Bosnia and Herzegovina,Group,
2,7,0,0.0002,Canada,Bosnia and Herzegovina,Group,
2,7,1,0.0008,Canada,Bosnia and Herzegovina,Group,
2,7,2,0.0003,Canada,Bosnia and Herzegovina,Group,
2,8,0,0.0001,Canada,Bosnia and Herzegovina,Group,
3,0,0,0.0537,Qatar,Switzerland,Group,
3,0,1,0.1336,Qatar,Switzerland,Group,
3,0,2,0.1418,Qatar,Switzerland,Group,
3,0,3,0.1227,Qatar,Switzerland,Group,
3,0,4,0.0687,Qatar,Switzerland,Group,
3,0,5,0.0314,Qatar,Switzerland,Group,
3,0,6,0.0134,Qatar,Switzerland,Group,
3,0,7,0.0035,Qatar,Switzerland,Group,
3,0,8,0.0016,Qatar,Switzerland,Group,
3,0,9,0.0002,Qatar,Switzerland,Group,
3,1,0,0.0326,Qatar,Switzerland,Group,
3,1,1,0.0736,Qatar,Switzerland,Group,
3,1,2,0.0834,Qatar,Switzerland,Group,
3,1,3,0.0697,Qatar,Switzerland,Group,
3,1,4,0.0358,Qatar,Switzerland,Group,
3,1,5,0.0146,Qatar,Switzerland,Group,
3,1,6,0.0071,Qatar,Switzerland,Group,
3,1,7,0.0024,Qatar,Switzerland,Group,
3,1,8,0.0007,Qatar,Switzerland,Group,
3,1,9,0.0002,Qatar,Switzerland,Group,
3,1,10,0.0001,Qatar,Switzerland,Group,
3,2,0,0.0099,Qatar,Switzerland,Group,
3,2,1,0.0199,Qatar,Switzerland,Group,
3,2,2,0.026,Qatar,Switzerland,Group,
3,2,3,0.0158,Qatar,Switzerland,Group,
3,2,4,0.0105,Qatar,Switzerland,Group,
3,2,5,0.0056,Qatar,Switzerland,Group,
3,2,6,0.0015,Qatar,Switzerland,Group,
3,2,7,0.0009,Qatar,Switzerland,Group,
3,2,9,0.0001,Qatar,Switzerland,Group,
3,3,0,0.0013,Qatar,Switzerland,Group,
3,3,1,0.0039,Qatar,Switzerland,Group,
3,3,2,0.0038,Qatar,Switzerland,Group,
3,3,3,0.0037,Qatar,Switzerland,Group,
3,3,4,0.0022,Qatar,Switzerland,Group,
3,3,5,0.0008,Qatar,Switzerland,Group,
3,3,6,0.0001,Qatar,Switzerland,Group,
3,4,0,0.0001,Qatar,Switzerland,Group,
3,4,1,0.0008,Qatar,Switzerland,Group,
3,4,2,0.0006,Qatar,Switzerland,Group,
3,4,3,0.0007,Qatar,Switzerland,Group,
3,4,4,0.0005,Qatar,Switzerland,Group,
3,4,5,0.0002,Qatar,Switzerland,Group,
3,5,0,0.0001,Qatar,Switzerland,Group,
3,5,1,0.0001,Qatar,Switzerland,Group,
3,7,3,0.0001,Qatar,Switzerland,Group,
4,0,0,0.074,Brazil,Morocco,Group,
4,0,1,0.0595,Brazil,Morocco,Group,
4,0,2,0.0284,Brazil,Morocco,Group,
4,0,3,0.01,Brazil,Morocco,Group,
4,0,4,0.0018,Brazil,Morocco,Group,
4,0,5,0.0003,Brazil,Morocco,Group,
4,0,6,0.0001,Brazil,Morocco,Group,
4,1,0,0.1217,Brazil,Morocco,Group,
4,1,1,0.1148,Brazil,Morocco,Group,
4,1,2,0.0495,Brazil,Morocco,Group,
4,1,3,0.0141,Brazil,Morocco,Group,
4,1,4,0.0033,Brazil,Morocco,Group,
4,1,5,0.0007,Brazil,Morocco,Group,
4,1,6,0.0002,Brazil,Morocco,Group,
4,2,0,0.1071,Brazil,Morocco,Group,
4,2,1,0.0941,Brazil,Morocco,Group,
4,2,2,0.0476,Brazil,Morocco,Group,
4,2,3,0.0132,Brazil,Morocco,Group,
4,2,4,0.0033,Brazil,Morocco,Group,
4,2,5,0.0008,Brazil,Morocco,Group,
4,2,6,0.0001,Brazil,Morocco,Group,
4,3,0,0.0634,Brazil,Morocco,Group,
4,3,1,0.0558,Brazil,Morocco,Group,
4,3,2,0.0255,Brazil,Morocco,Group,
4,3,3,0.0068,Brazil,Morocco,Group,
4,3,4,0.0018,Brazil,Morocco,Group,
4,3,5,0.0003,Brazil,Morocco,Group,
4,4,0,0.0267,Brazil,Morocco,Group,
4,4,1,0.0234,Brazil,Morocco,Group,
4,4,2,0.0134,Brazil,Morocco,Group,
4,4,3,0.0039,Brazil,Morocco,Group,
4,4,4,0.0004,Brazil,Morocco,Group,
4,5,0,0.0082,Brazil,Morocco,Group,
4,5,1,0.0096,Brazil,Morocco,Group,
4,5,2,0.0041,Brazil,Morocco,Group,
4,5,3,0.0016,Brazil,Morocco,Group,
4,5,4,0.0003,Brazil,Morocco,Group,
4,6,0,0.0029,Brazil,Morocco,Group,
4,6,1,0.0032,Brazil,Morocco,Group,
4,6,2,0.0006,Brazil,Morocco,Group,
4,6,3,0.0006,Brazil,Morocco,Group,
4,6,5,0.0001,Brazil,Morocco,Group,
4,7,0,0.0008,Brazil,Morocco,Group,
4,7,1,0.0007,Brazil,Morocco,Group,
4,7,2,0.0005,Brazil,Morocco,Group,
4,7,4,0.0001,Brazil,Morocco,Group,
4,8,0,0.0002,Brazil,Morocco,Group,
4,8,1,0.0003,Brazil,Morocco,Group,
4,8,3,0.0001,Brazil,Morocco,Group,
4,9,2,0.0001,Brazil,Morocco,Group,
5,0,0,0.0801,Haiti,Scotland,Group,
5,0,1,0.1388,Haiti,Scotland,Group,
5,0,2,0.1052,Haiti,Scotland,Group,
5,0,3,0.0583,Haiti,Scotland,Group,
5,0,4,0.0245,Haiti,Scotland,Group,
5,0,5,0.0066,Haiti,Scotland,Group,
5,0,6,0.0022,Haiti,Scotland,Group,
5,0,7,0.0004,Haiti,Scotland,Group,
5,0,8,0.0003,Haiti,Scotland,Group,
5,0,9,0.0001,Haiti,Scotland,Group,
5,1,0,0.0739,Haiti,Scotland,Group,
5,1,1,0.1129,Haiti,Scotland,Group,
5,1,2,0.0965,Haiti,Scotland,Group,
5,1,3,0.0488,Haiti,Scotland,Group,
5,1,4,0.0188,Haiti,Scotland,Group,
5,1,5,0.0064,Haiti,Scotland,Group,
5,1,6,0.0016,Haiti,Scotland,Group,
5,1,7,0.0001,Haiti,Scotland,Group,
5,2,0,0.0288,Haiti,Scotland,Group,
5,2,1,0.0518,Haiti,Scotland,Group,
5,2,2,0.0457,Haiti,Scotland,Group,
5,2,3,0.0243,Haiti,Scotland,Group,
5,2,4,0.0092,Haiti,Scotland,Group,
5,2,5,0.0026,Haiti,Scotland,Group,
5,2,6,0.0008,Haiti,Scotland,Group,
5,2,7,0.0001,Haiti,Scotland,Group,
5,3,0,0.0092,Haiti,Scotland,Group,
5,3,1,0.0172,Haiti,Scotland,Group,
5,3,2,0.0127,Haiti,Scotland,Group,
5,3,3,0.0064,Haiti,Scotland,Group,
5,3,4,0.002,Haiti,Scotland,Group,
5,3,5,0.0008,Haiti,Scotland,Group,
5,3,6,0.0001,Haiti,Scotland,Group,
5,3,7,0.0001,Haiti,Scotland,Group,
5,4,0,0.0025,Haiti,Scotland,Group,
5,4,1,0.0027,Haiti,Scotland,Group,
5,4,2,0.0032,Haiti,Scotland,Group,
5,4,3,0.0014,Haiti,Scotland,Group,
5,4,4,0.001,Haiti,Scotland,Group,
5,4,5,0.0004,Haiti,Scotland,Group,
5,5,0,0.0001,Haiti,Scotland,Group,
5,5,1,0.0005,Haiti,Scotland,Group,
5,5,2,0.0002,Haiti,Scotland,Group,
5,5,3,0.0001,Haiti,Scotland,Group,
5,5,4,0.0001,Haiti,Scotland,Group,
5,5,5,0.0001,Haiti,Scotland,Group,
5,5,6,0.0001,Haiti,Scotland,Group,
5,6,0,0.0002,Haiti,Scotland,Group,
5,6,1,0.0001,Haiti,Scotland,Group,
6,0,0,0.1027,United States,Paraguay,Group,
6,0,1,0.1335,United States,Paraguay,Group,
6,0,2,0.0862,United States,Paraguay,Group,
6,0,3,0.0364,United States,Paraguay,Group,
6,0,4,0.0119,United States,Paraguay,Group,
6,0,5,0.0032,United States,Paraguay,Group,
6,0,6,0.0004,United States,Paraguay,Group,
6,0,7,0.0002,United States,Paraguay,Group,
6,1,0,0.1048,United States,Paraguay,Group,
6,1,1,0.1366,United States,Paraguay,Group,
6,1,2,0.0787,United States,Paraguay,Group,
6,1,3,0.0352,United States,Paraguay,Group,
6,1,4,0.0113,United States,Paraguay,Group,
6,1,5,0.0027,United States,Paraguay,Group,
6,1,6,0.0006,United States,Paraguay,Group,
6,2,0,0.049,United States,Paraguay,Group,
6,2,1,0.0661,United States,Paraguay,Group,
6,2,2,0.0362,United States,Paraguay,Group,
6,2,3,0.0178,United States,Paraguay,Group,
6,2,4,0.0058,United States,Paraguay,Group,
6,2,5,0.0023,United States,Paraguay,Group,
6,2,6,0.0005,United States,Paraguay,Group,
6,2,9,0.0001,United States,Paraguay,Group,
6,3,0,0.0168,United States,Paraguay,Group,
6,3,1,0.0197,United States,Paraguay,Group,
6,3,2,0.0145,United States,Paraguay,Group,
6,3,3,0.0072,United States,Paraguay,Group,
6,3,4,0.0017,United States,Paraguay,Group,
6,3,5,0.0003,United States,Paraguay,Group,
6,3,6,0.0002,United States,Paraguay,Group,
6,4,0,0.0033,United States,Paraguay,Group,
6,4,1,0.006,United States,Paraguay,Group,
6,4,2,0.0036,United States,Paraguay,Group,
6,4,3,0.0012,United States,Paraguay,Group,
6,4,4,0.0005,United States,Paraguay,Group,
6,4,5,0.0001,United States,Paraguay,Group,
6,5,0,0.0006,United States,Paraguay,Group,
6,5,1,0.0007,United States,Paraguay,Group,
6,5,2,0.0007,United States,Paraguay,Group,
6,5,3,0.0002,United States,Paraguay,Group,
6,6,0,0.0002,United States,Paraguay,Group,
6,6,2,0.0002,United States,Paraguay,Group,
6,7,0,0.0001,United States,Paraguay,Group,
7,0,0,0.114,Australia,Turkey,Group,
7,0,1,0.1495,Australia,Turkey,Group,
7,0,2,0.0968,Australia,Turkey,Group,
7,0,3,0.0428,Australia,Turkey,Group,
7,0,4,0.0116,Australia,Turkey,Group,
7,0,5,0.0025,Australia,Turkey,Group,
7,0,6,0.0008,Australia,Turkey,Group,
7,0,7,0.0001,Australia,Turkey,Group,
7,0,9,0.0001,Australia,Turkey,Group,
7,1,0,0.1001,Australia,Turkey,Group,
7,1,1,0.1298,Australia,Turkey,Group,
7,1,2,0.0798,Australia,Turkey,Group,
7,1,3,0.0362,Australia,Turkey,Group,
7,1,4,0.0124,Australia,Turkey,Group,
7,1,5,0.0038,Australia,Turkey,Group,
7,1,6,0.0007,Australia,Turkey,Group,
7,2,0,0.0436,Australia,Turkey,Group,
7,2,1,0.0575,Australia,Turkey,Group,
7,2,2,0.0353,Australia,Turkey,Group,
7,2,3,0.0158,Australia,Turkey,Group,
7,2,4,0.0067,Australia,Turkey,Group,
7,2,5,0.001,Australia,Turkey,Group,
7,2,6,0.0001,Australia,Turkey,Group,
7,2,7,0.0001,Australia,Turkey,Group,
7,2,8,0.0001,Australia,Turkey,Group,
7,3,0,0.0142,Australia,Turkey,Group,
7,3,1,0.0156,Australia,Turkey,Group,
7,3,2,0.0093,Australia,Turkey,Group,
7,3,3,0.0045,Australia,Turkey,Group,
7,3,4,0.0013,Australia,Turkey,Group,
7,3,5,0.0005,Australia,Turkey,Group,
7,3,6,0.0002,Australia,Turkey,Group,
7,4,0,0.0026,Australia,Turkey,Group,
7,4,1,0.0049,Australia,Turkey,Group,
7,4,2,0.0018,Australia,Turkey,Group,
7,4,3,0.0012,Australia,Turkey,Group,
7,4,4,0.0006,Australia,Turkey,Group,
7,4,5,0.0001,Australia,Turkey,Group,
7,5,0,0.0008,Australia,Turkey,Group,
7,5,1,0.0004,Australia,Turkey,Group,
7,5,2,0.0003,Australia,Turkey,Group,
7,5,3,0.0002,Australia,Turkey,Group,
7,6,1,0.0003,Australia,Turkey,Group,
8,0,0,0.046,Germany,Curaçao,Group,
8,0,1,0.0256,Germany,Curaçao,Group,
8,0,2,0.0069,Germany,Curaçao,Group,
8,0,3,0.0014,Germany,Curaçao,Group,
8,0,4,0.0002,Germany,Curaçao,Group,
8,0,5,0.0001,Germany,Curaçao,Group,
8,1,0,0.1136,Germany,Curaçao,Group,
8,1,1,0.0664,Germany,Curaçao,Group,
8,1,2,0.0192,Germany,Curaçao,Group,
8,1,3,0.0035,Germany,Curaçao,Group,
8,1,4,0.0007,Germany,Curaçao,Group,
8,2,0,0.1403,Germany,Curaçao,Group,
8,2,1,0.0798,Germany,Curaçao,Group,
8,2,2,0.0232,Germany,Curaçao,Group,
8,2,3,0.0038,Germany,Curaçao,Group,
8,2,4,0.0003,Germany,Curaçao,Group,
8,2,5,0.0001,Germany,Curaçao,Group,
8,3,0,0.1304,Germany,Curaçao,Group,
8,3,1,0.0714,Germany,Curaçao,Group,
8,3,2,0.0177,Germany,Curaçao,Group,
8,3,3,0.0036,Germany,Curaçao,Group,
8,3,4,0.0005,Germany,Curaçao,Group,
8,4,0,0.0727,Germany,Curaçao,Group,
8,4,1,0.041,Germany,Curaçao,Group,
8,4,2,0.0122,Germany,Curaçao,Group,
8,4,3,0.0021,Germany,Curaçao,Group,
8,4,4,0.0002,Germany,Curaçao,Group,
8,4,6,0.0001,Germany,Curaçao,Group,
8,5,0,0.0452,Germany,Curaçao,Group,
8,5,1,0.0198,Germany,Curaçao,Group,
8,5,2,0.006,Germany,Curaçao,Group,
8,5,3,0.001,Germany,Curaçao,Group,
8,5,4,0.0001,Germany,Curaçao,Group,
8,5,5,0.0001,Germany,Curaçao,Group,
8,6,0,0.0197,Germany,Curaçao,Group,
8,6,1,0.0085,Germany,Curaçao,Group,
8,6,2,0.0026,Germany,Curaçao,Group,
8,6,3,0.0004,Germany,Curaçao,Group,
8,6,4,0.0001,Germany,Curaçao,Group,
8,7,0,0.0051,Germany,Curaçao,Group,
8,7,1,0.0026,Germany,Curaçao,Group,
8,7,2,0.001,Germany,Curaçao,Group,
8,7,3,0.0001,Germany,Curaçao,Group,
8,7,4,0.0001,Germany,Curaçao,Group,
8,8,0,0.0024,Germany,Curaçao,Group,
8,8,1,0.0009,Germany,Curaçao,Group,
8,8,2,0.0003,Germany,Curaçao,Group,
8,9,0,0.0007,Germany,Curaçao,Group,
8,9,1,0.0002,Germany,Curaçao,Group,
8,10,2,0.0001,Germany,Curaçao,Group,
9,0,0,0.0748,Ivory Coast,Ecuador,Group,
9,0,1,0.1374,Ivory Coast,Ecuador,Group,
9,0,2,0.1258,Ivory Coast,Ecuador,Group,
9,0,3,0.0797,Ivory Coast,Ecuador,Group,
9,0,4,0.038,Ivory Coast,Ecuador,Group,
9,0,5,0.0129,Ivory Coast,Ecuador,Group,
9,0,6,0.0042,Ivory Coast,Ecuador,Group,
9,0,7,0.0008,Ivory Coast,Ecuador,Group,
9,0,8,0.0002,Ivory Coast,Ecuador,Group,
9,1,0,0.0555,Ivory Coast,Ecuador,Group,
9,1,1,0.1008,Ivory Coast,Ecuador,Group,
9,1,2,0.0972,Ivory Coast,Ecuador,Group,
9,1,3,0.0616,Ivory Coast,Ecuador,Group,
9,1,4,0.0274,Ivory Coast,Ecuador,Group,
9,1,5,0.0091,Ivory Coast,Ecuador,Group,
9,1,6,0.0028,Ivory Coast,Ecuador,Group,
9,1,7,0.0015,Ivory Coast,Ecuador,Group,
9,1,8,0.0001,Ivory Coast,Ecuador,Group,
9,2,0,0.0212,Ivory Coast,Ecuador,Group,
9,2,1,0.0385,Ivory Coast,Ecuador,Group,
9,2,2,0.0356,Ivory Coast,Ecuador,Group,
9,2,3,0.0225,Ivory Coast,Ecuador,Group,
9,2,4,0.0106,Ivory Coast,Ecuador,Group,
9,2,5,0.0031,Ivory Coast,Ecuador,Group,
9,2,6,0.0011,Ivory Coast,Ecuador,Group,
9,2,8,0.0001,Ivory Coast,Ecuador,Group,
9,3,0,0.0042,Ivory Coast,Ecuador,Group,
9,3,1,0.0105,Ivory Coast,Ecuador,Group,
9,3,2,0.0088,Ivory Coast,Ecuador,Group,
9,3,3,0.004,Ivory Coast,Ecuador,Group,
9,3,4,0.0025,Ivory Coast,Ecuador,Group,
9,3,5,0.0007,Ivory Coast,Ecuador,Group,
9,3,6,0.0007,Ivory Coast,Ecuador,Group,
9,4,0,0.0006,Ivory Coast,Ecuador,Group,
9,4,1,0.0012,Ivory Coast,Ecuador,Group,
9,4,2,0.0016,Ivory Coast,Ecuador,Group,
9,4,3,0.0013,Ivory Coast,Ecuador,Group,
9,4,4,0.0003,Ivory Coast,Ecuador,Group,
9,4,5,0.0002,Ivory Coast,Ecuador,Group,
9,5,1,0.0005,Ivory Coast,Ecuador,Group,
9,5,2,0.0001,Ivory Coast,Ecuador,Group,
9,5,3,0.0001,Ivory Coast,Ecuador,Group,
9,5,4,0.0001,Ivory Coast,Ecuador,Group,
9,6,2,0.0001,Ivory Coast,Ecuador,Group,
10,0,0,0.0987,Netherlands,Japan,Group,
10,0,1,0.113,Netherlands,Japan,Group,
10,0,2,0.0654,Netherlands,Japan,Group,
10,0,3,0.0252,Netherlands,Japan,Group,
10,0,4,0.0077,Netherlands,Japan,Group,
10,0,5,0.0018,Netherlands,Japan,Group,
10,0,6,0.0004,Netherlands,Japan,Group,
10,1,0,0.1116,Netherlands,Japan,Group,
10,1,1,0.1372,Netherlands,Japan,Group,
10,1,2,0.077,Netherlands,Japan,Group,
10,1,3,0.0274,Netherlands,Japan,Group,
10,1,4,0.0095,Netherlands,Japan,Group,
10,1,5,0.0019,Netherlands,Japan,Group,
10,1,6,0.0003,Netherlands,Japan,Group,
10,2,0,0.0681,Netherlands,Japan,Group,
10,2,1,0.0749,Netherlands,Japan,Group,
10,2,2,0.0427,Netherlands,Japan,Group,
10,2,3,0.0197,Netherlands,Japan,Group,
10,2,4,0.0048,Netherlands,Japan,Group,
10,2,5,0.001,Netherlands,Japan,Group,
10,2,6,0.0001,Netherlands,Japan,Group,
10,3,0,0.0269,Netherlands,Japan,Group,
10,3,1,0.0262,Netherlands,Japan,Group,
10,3,2,0.0163,Netherlands,Japan,Group,
10,3,3,0.0059,Netherlands,Japan,Group,
10,3,4,0.0025,Netherlands,Japan,Group,
10,3,5,0.0007,Netherlands,Japan,Group,
10,3,6,0.0001,Netherlands,Japan,Group,
10,4,0,0.0083,Netherlands,Japan,Group,
10,4,1,0.0083,Netherlands,Japan,Group,
10,4,2,0.006,Netherlands,Japan,Group,
10,4,3,0.0023,Netherlands,Japan,Group,
10,4,4,0.0007,Netherlands,Japan,Group,
10,4,5,0.0002,Netherlands,Japan,Group,
10,5,0,0.0019,Netherlands,Japan,Group,
10,5,1,0.0023,Netherlands,Japan,Group,
10,5,2,0.0015,Netherlands,Japan,Group,
10,5,3,0.0002,Netherlands,Japan,Group,
10,5,4,0.0001,Netherlands,Japan,Group,
10,5,6,0.0001,Netherlands,Japan,Group,
10,6,0,0.0004,Netherlands,Japan,Group,
10,6,1,0.0002,Netherlands,Japan,Group,
10,6,2,0.0003,Netherlands,Japan,Group,
10,6,3,0.0001,Netherlands,Japan,Group,
10,7,0,0.0001,Netherlands,Japan,Group,
11,0,0,0.0731,Sweden,Tunisia,Group,
11,0,1,0.0646,Sweden,Tunisia,Group,
11,0,2,0.0298,Sweden,Tunisia,Group,
11,0,3,0.0093,Sweden,Tunisia,Group,
11,0,4,0.0018,Sweden,Tunisia,Group,
11,0,5,0.0008,Sweden,Tunisia,Group,
11,0,6,0.0001,Sweden,Tunisia,Group,
11,1,0,0.123,Sweden,Tunisia,Group,
11,1,1,0.1144,Sweden,Tunisia,Group,
11,1,2,0.0519,Sweden,Tunisia,Group,
11,1,3,0.0167,Sweden,Tunisia,Group,
11,1,4,0.0034,Sweden,Tunisia,Group,
11,1,5,0.0009,Sweden,Tunisia,Group,
11,1,6,0.0001,Sweden,Tunisia,Group,
11,1,7,0.0001,Sweden,Tunisia,Group,
11,2,0,0.1079,Sweden,Tunisia,Group,
11,2,1,0.1006,Sweden,Tunisia,Group,
11,2,2,0.0441,Sweden,Tunisia,Group,
11,2,3,0.0125,Sweden,Tunisia,Group,
11,2,4,0.0026,Sweden,Tunisia,Group,
11,2,5,0.0007,Sweden,Tunisia,Group,
11,2,6,0.0001,Sweden,Tunisia,Group,
11,3,0,0.0578,Sweden,Tunisia,Group,
11,3,1,0.0539,Sweden,Tunisia,Group,
11,3,2,0.0273,Sweden,Tunisia,Group,
11,3,3,0.0077,Sweden,Tunisia,Group,
11,3,4,0.0024,Sweden,Tunisia,Group,
11,3,5,0.0003,Sweden,Tunisia,Group,
11,3,7,0.0001,Sweden,Tunisia,Group,
11,4,0,0.0247,Sweden,Tunisia,Group,
11,4,1,0.0225,Sweden,Tunisia,Group,
