match_id,kickoff_utc,home,away,actual_h,actual_a,actual_outcome,model_name,lambda_h,lambda_a,p_home,p_draw,p_away,rps,nll,rmse_h,rmse_a,inference_run_id,cadence_mode
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,bayesian_poisson,0.8100176496348099,1.5036198294658432,0.2020967751170522,0.2613965496192096,0.5365066752637382,0.1278345842938932,3.0924699283682333,0.18998235036519,1.4963801705341568,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,mean_rate_poisson,1.3240561110282048,1.3240561110282048,0.3694459101779029,0.2611081796441941,0.3694459101779029,0.2670443703692762,3.317072345094541,0.3240561110282047,1.6759438889717952,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,negbin_glm,0.7866557511560606,1.4253274787920822,0.2070000881972682,0.2712520554393142,0.5217478563634175,0.1357870747033315,3.180502453560926,0.2133442488439394,1.5746725212079178,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,poisson_glm,0.9316074506968426,1.596738361292349,0.2199266507322188,0.2506379881845657,0.5294353610832155,0.1348994055505875,2.987059951173942,0.0683925493031574,1.403261638707651,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,random_forest,0.7925007686277782,1.662896135602895,0.1767058502026196,0.2421350399949396,0.5811591098024408,0.1033263243986572,2.954035950156248,0.2074992313722218,1.337103864397105,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,ridge,0.8423959016916215,1.7637770840883364,0.176153076138654,0.2316216800071749,0.592225243854171,0.0986550789914503,2.86706489811608,0.1576040983083785,1.2362229159116636,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,sarimax,0.8643385344574323,1.8063686445153515,0.1760424818222025,0.2275031538365607,0.5964543643412368,0.0969200177326778,2.8343017440338256,0.1356614655425677,1.1936313554846485,893987b1a2004ab1a191df708ccace97,frozen
1489396,2026-06-22 01:00:00+00:00,New Zealand,Egypt,1,3,2,xgboost,0.839139461517334,1.5193405151367188,0.2074657743187768,0.2594551080267134,0.5330791176545098,0.1305285789419903,3.0707887014453994,0.160860538482666,1.4806594848632812,893987b1a2004ab1a191df708ccace97,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,bayesian_poisson,2.2231705002368387,0.7727409176048455,0.7040358423087727,0.1806120401900374,0.1153521175011899,0.0504504468249429,2.091189937795462,0.2231705002368387,0.7727409176048455,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,mean_rate_poisson,1.3240561110282048,1.3240561110282048,0.3694459101779029,0.2611081796441941,0.3694459101779029,0.2670443703692762,2.779859729521393,0.6759438889717952,1.3240561110282048,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,negbin_glm,2.1292021078599377,0.7616279016781373,0.6893361811237902,0.1893819709729414,0.1212818479032683,0.0556106474947909,2.0724825655112156,0.1292021078599377,0.7616279016781373,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,poisson_glm,2.1857652237647933,0.8263426905572794,0.6843740081719858,0.1871797057481302,0.1284462860798839,0.0580591075625665,2.1413231267581225,0.1857652237647933,0.8263426905572794,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,random_forest,1.95416819328872,0.8279569221903843,0.6379512210021319,0.210656582550417,0.151392196447451,0.0769994577595153,2.135343043403396,0.0458318067112799,0.8279569221903843,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,ridge,2.0302319066119376,0.7702516418480112,0.6679422877128554,0.2001183573708961,0.1319393549162484,0.0638351588325439,2.0773306765415915,0.0302319066119376,0.7702516418480112,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,sarimax,2.2892578286247134,0.732734378952121,0.725149498678067,0.1717680193426068,0.1030824819793262,0.043084398083968,2.0586840426702415,0.2892578286247134,0.732734378952121,9c96aac2580f49a6a166ab52e3c9483e,frozen
1489399,2026-06-22 17:00:00+00:00,Argentina,Austria,2,0,0,xgboost,1.8582130670547483,0.9138026237487792,0.5958059430370464,0.2232749268707699,0.1809191300921837,0.0980522836587419,2.2259322527557464,0.1417869329452517,0.9138026237487792,9c96aac2580f49a6a166ab52e3c9483e,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,bayesian_poisson,2.9767838316163564,0.5312532237475044,0.8597871623313678,0.0997224782387418,0.0404903594298904,0.0106495545269259,2.027266124878961,0.0232161683836436,0.5312532237475044,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,mean_rate_poisson,1.3240561110282048,1.3240561110282048,0.3694459101779029,0.2611081796441941,0.3694459101779029,0.2670443703692762,3.5977721816420223,1.6759438889717952,1.3240561110282048,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,negbin_glm,2.9207191311347,0.5050137600965959,0.8589511787785026,0.1013981933969416,0.0396506278245558,0.0107334711274276,2.0020027692253985,0.0792808688652999,0.5050137600965959,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,poisson_glm,2.9707189358228323,0.7462306864026672,0.8194204291696117,0.1165627052152359,0.0640168656151523,0.0183535702422378,2.242297123088582,0.0292810641771676,0.7462306864026672,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,random_forest,3.129413713486523,0.5266578787757465,0.8750042853842558,0.0895580863770194,0.0354376282387248,0.0084398770837433,2.025294036424791,0.1294137134865232,0.5266578787757465,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,ridge,2.428290916086346,0.4943808997032732,0.8020997868580181,0.1405403735734975,0.0573598395684844,0.021227322778482,2.0528682354514127,0.571709083913654,0.4943808997032732,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,sarimax,2.784185218558499,0.3768163347294584,0.8693230954121105,0.0999792253956804,0.030697679192209,0.00900940045023,1.8808952127745908,0.2158147814415008,0.3768163347294584,93e007a752194612a19545c4672dd899,frozen
1539017,2026-06-22 21:00:00+00:00,France,Iraq,3,0,0,xgboost,3.141427993774414,0.5599839091300964,0.8704639892743398,0.0914333521132178,0.0381026586124424,0.0091156953340273,2.059138957246446,0.141427993774414,0.5599839091300964,93e007a752194612a19545c4672dd899,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,bayesian_poisson,1.4995076501766251,1.1028052970024584,0.4634655368001975,0.2576389627241026,0.2788955004756999,0.1828259651933456,3.676094727157587,1.5004923498233749,0.8971947029975416,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,mean_rate_poisson,1.3240561110282048,1.3240561110282048,0.3694459101779029,0.2611081796441941,0.3694459101779029,0.2670443703692762,3.729519689107006,1.6759438889717952,0.6759438889717952,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,negbin_glm,1.403877061715451,1.1030495389689985,0.4383753988511999,0.2658987238627968,0.2957258772860033,0.2014379935560624,3.777962729406659,1.596122938284549,0.8969504610310015,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,poisson_glm,1.6052004613783526,1.1940334046722971,0.4691962845619541,0.246833218963551,0.2839704964744948,0.1811959135954025,3.5097205919418357,1.3947995386216474,0.8059665953277029,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,random_forest,1.7731850479656557,0.9724214045329505,0.5619879790433161,0.2328515409792267,0.2051604799774572,0.1169726765235695,3.5681129768568463,1.2268149520343443,1.0275785954670495,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,ridge,1.591057069469176,1.1826496945817704,0.4682776861278953,0.2481840680582726,0.2835382458138321,0.1815612779543451,3.529902707169029,1.408942930530824,0.8173503054182296,e2d76eb7bf834de7bf50c53e664de346,frozen
1489401,2026-06-23 00:00:00+00:00,Norway,Senegal,3,2,0,sarimax,1.7068434954570486,1.2451345779551548,0.4823259254633838,0.2381810187207651,0.279493055815851,0.1730514078483122,3.3944602186579154,1.2931565045429514,0.7548654220448452,e2d76eb7bf834de7bf50c53e664de346,frozen
